id,lugares,cod_formato,formato,cod_categoria,categoria,cod_uo,unidade,regiao,gratis,ingresso,publico,projeto,nome,complemento,exibirdatas,tempo,tempoF,dia_da_semana,weekday,hora,destaque,sinopse,data_sessao,datainicial,datafinal,tem,dispositivo,dias,online
75000008026275,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Cuidado com Nós,,uma,thisW,agora,seg,0,11h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,,,0,0
75000008026275,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Cuidado com Nós,,uma,thisW,agora,seg,0,12h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,,,0,0
75000008026275,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Cuidado com Nós,,uma,thisW,agora,seg,0,13h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,,,0,0
75000008056105,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Histórias de Gestos,,uma,thisW,agora,seg,0,11h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,1,Audiodescrição  Tradução em Libras  Closed Caption,0,0
75000008056105,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Histórias de Gestos,,uma,thisW,agora,seg,0,15h30,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,1,Audiodescrição  Tradução em Libras  Closed Caption,0,0
75000008118468,10,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,Guias de Turismo - Bienal Sesc de Dança,,uma,thisW,agora,seg,0,07h30,undefined,"Contratação de guias de turismo para apoio nos Transportes, durante o período de 14 a 24/09.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-24 00:00:00,,,0,0
89000001350816,20,2,cursos e oficinas,1,Música,89,CPF,capital,0,0,outros,Cursos e Palestras,Nova harmonia do violão brasileiro: Os acordes pós-Bossa Nova e Jazz mainstream,Com Conrado Paulino,primeira,thisW,agora,seg,0,14h30,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-25 00:00:00,,,0,0
67000002812175,17,2,cursos e oficinas,1,Música,67,São Caetano,capital,0,0,idosos,,Introdução à rabeca,Com FELIPE GOMIDE,primeira,thisW,agora,seg,0,14h,undefined,"Os participantes terão contato com os elementos culturais e históricos que deram origem aos instrumentos de arco e à rabeca brasileira, além de elementos práticos que remetem ao estudo da teoria musical e exercícios para a prática da rabeca em conjunto.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-10-16 00:00:00,,,0,0
75000008203009,100,2,cursos e oficinas,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Produção executiva de atividades formativas,Rafael Ferro,de-ate,sempre,agora,sempre,7,14h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-24 00:00:00,,,0,0
75000008076438,60,2,cursos e oficinas,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Residência: Ka'adela,,uma,sempre,agora,sempre,7,14h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,,,0,0
75000008076292,60,2,cursos e oficinas,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Residência: Marcelo Evelin,,uma,sempre,agora,sempre,7,14h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-22 00:00:00,,,0,0
61000000852566,15,2,cursos e oficinas,6,Artes Visuais,61,Florêncio,capital,0,0,outros,,Joalheria Afro-diasporica,"Com Cynthia Maria, estilista e pesquisadora.",primeira,thisW,agora,seg,0,17h,undefined,"A oficina aproxima o participante do universo do design de joias autorais, a partir de perspectiva afrocêntrica, desenvolvendo habilidades e  resgatando fazeres manuais, bem como estimulando consumo consciente. As aulas possibilitam o manuseio de materiais e ferramentas diversas do mundo da ourivesaria ,da biojoalheria e da joalheria autoral, para fins de empreendedorismo ou criação artística.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-18 00:00:00,,,0,0
95000002802042,10,2,cursos e oficinas,6,Artes Visuais,95,Osasco,capital,0,0,outros,,Iniciação à Escultura com Cerâmica Fria:  Produção de Cabeças,com Fabiano A.,primeira,thisW,agora,seg,0,15h,undefined,"A partir de instruções técnicas sobre o uso da massa e reflexões sobre poética, será proposta a modelagem de pequenas esculturas com foco em cabeças (máscaras), sejam figuras humanas ou não. Serão apresentados, especificamente, exercícios de modelagem focados em olhos, narizes e bocas para que os participantes somem as suas criações e repertório. Não será feita a pintura das peças.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-25 00:00:00,,,0,0
83000003900899,20,2,cursos e oficinas,6,Artes Visuais,83,Piracicaba,interior,0,0,outros,Livros de arte contemporânea na sala de aula,Futebol: a arte dos pés à cabeça,Com Renata Sant'Anna,uma,sempre,agora,sempre,7,14h,undefined,SC 1654-06/2023 gerada antes da mudança do sistema. Ver se duplicou.,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,,,0,0
64000004728042,20,2,cursos e oficinas,8,Educação,64,Carmo,capital,0,0,outros,,Português como língua estrangeira - PLE,Segunda 09h30  Terca 09h30  Quarta 09h30  Quinta 09h30 - A partir de 16 anos,primeira,thisW,agora,seg,0,09h30,undefined,Curso de Português para pessoas em situação de refúgio e migração.,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-11-09 00:00:00,,,0,0
89000001265966,40,2,cursos e oficinas,8,Educação,89,CPF,capital,0,0,outros,,Memória e imaginário: O cinema de Petra Costa,Com Prof. Dr.Carlos Gonçalves (PUCSP e ECA-USP),primeira,thisW,agora,seg,0,15h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-25 00:00:00,,,0,0
95000002765460,20,2,cursos e oficinas,8,Educação,95,Osasco,capital,0,0,outros,,Curso de Português como Língua Estrangeira,Senac,primeira,thisW,agora,seg,0,08h,undefined,"Curso de Português como Língua Estrangeira - PLE.  Parceria entre SESC Osasco, SENAC OSASCO e Secretaria do Trabalho Emprego e Renda (SETRE) de Osasco.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-18 00:00:00,,,0,0
89000001300792,80,3,debates e paletras,1,Música,89,CPF,capital,0,0,outros,Autografias,Autografias: O choro reinventa a roda. 150 anos de uma utopia musical,"Com Henrique Cazes, fotografias de Marília de Figueiredo",uma,thisW,agora,seg,0,19h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-18 00:00:00,,,0,0
71000004440012,35,3,debates e paletras,14,Outros,71,Bertioga,interior,0,0,idosos, Festival da Integração,Camarim coletivo,,uma,thisW,agora,seg,0,07h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-24 00:00:00,,,0,0
71000004439936,15,3,debates e paletras,14,Outros,71,Bertioga,interior,0,0,idosos, Festival da Integração,Secretaria Festival da Integração,,uma,thisW,agora,seg,0,07h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-24 00:00:00,,,0,0
75000008083031,100,3,debates e paletras,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Lançamento Cartas para Danças Como jogar com a história?,,uma,thisW,agora,seg,0,14h,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-18 00:00:00,,,0,0
75000008061377,100,3,debates e paletras,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Lançamento: Histórias de Gestos,,uma,thisW,agora,seg,0,16h30,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-18 00:00:00,,,0,0
89000001337857,30,3,debates e paletras,6,Artes Visuais,89,CPF,capital,0,0,outros,Cursos e Palestras,O Uso de Drones na Fotografia,Com Paulo Rapoport,uma,thisW,agora,seg,0,19h30,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-18 00:00:00,,,0,0
64000004868812,30,3,debates e paletras,7,Literatura,64,Carmo,capital,1,0,outros,Clube de Leitura,"Clube de Leitura: O conto da aia , Margaret Atwood",Mediação: Ana Rüsche,uma,thisW,agora,seg,0,18h,undefined,"Encontro para a troca de impressões entre os leitores com a mediação de Ana Rüsche. O conto de aia é Uma das distopias clássicas feministas, o livro de Margaret Atwood apresenta um mundo no qual mulheres são reduzidas aos papéis sociais determinados por seus corpos. Uma narrativa para discutir a ascensão conservadora contemporânea e regimes autoritários.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-18 00:00:00,,,0,0
89000001300882,70,3,debates e paletras,7,Literatura,89,CPF,capital,0,0,outros,Autografias,"História do livro e da edição: produção & circulação, formas & mutações","com Yann Sordet, historiador do livro e curador geral das bibliotecas na França. Mediação de Marisa Midori Deaecto.",uma,thisW,agora,seg,0,19h30,undefined,s/i,2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-18 00:00:00,,,0,0
67000002687258,550,4,exposições,6,Artes Visuais,67,São Caetano,capital,0,0,outros,Na Palma da Mão: exposição ateliê,Na Palma da Mão: exposição ateliê,,de-ate,sempre,agora,sempre,7,08h,undefined,"Na Palma da Mão: exposição ateliê foi concebida tendo a criança como público principal. A proposta parte da concepção de que a criança participa ativamente das ofertas culturais, como público que experimenta processos artísticos, traz seus conhecimentos no encontro com a arte e é atravessada por essas experiências.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-11-25 00:00:00,,,0,0
59000000722045,279,5,filmes,5,Cinema,59,Cinesesc,capital,0,0,outros,,ESTRANHA FORMA DE VIDA + ENTREVISTA ALMODÓVAR,"Pedro Almodóvar, Espanha/França, 2023, 86', ficção",uma,thisW,agora,seg,0,15h,undefined,"A trama gira em torno de dois pistoleiros e ex-amantes que se reencontram após um quarto de século, resultando em momentos tanto ternos quanto emocionantes.  A exibição do filme será seguida de uma entrevista inédita, gravada com o próprio Almodóvar exclusivamente para os cinemas, conduzida por Anna Bogutskaya.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-27 00:00:00,1,Audiodescrição  Tradução em Libras  Closed Caption,0,0
59000000722045,279,5,filmes,5,Cinema,59,Cinesesc,capital,0,0,outros,,ESTRANHA FORMA DE VIDA + ENTREVISTA ALMODÓVAR,"Pedro Almodóvar, Espanha/França, 2023, 86', ficção",uma,thisW,agora,seg,0,20h30,undefined,"A trama gira em torno de dois pistoleiros e ex-amantes que se reencontram após um quarto de século, resultando em momentos tanto ternos quanto emocionantes.  A exibição do filme será seguida de uma entrevista inédita, gravada com o próprio Almodóvar exclusivamente para os cinemas, conduzida por Anna Bogutskaya.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-27 00:00:00,1,Audiodescrição  Tradução em Libras  Closed Caption,0,0
59000000721444,279,5,filmes,5,Cinema,59,Cinesesc,capital,0,0,outros,,Oldboy,"Park Chan-wook, Coreia do Sul, 2003, 120', ficção, 18 anos",uma,thisW,agora,seg,0,18h,undefined,"relançamento - cópia remasterizada em 4k Oh Dae-Su, um bêbado que depois de levado para a prisão, e libertado por um amigo, acaba sequestrado em uma noite chuvosa em 1988, e acorda em um estranho quarto de hotel sem janelas. Mantidos em cativeiro por uma razão desconhecida, os captores invisíveis de Oh Dae-Su o alimentam e o mantêm sistematicamente sedado para evitar o suicídio.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-20 00:00:00,,,0,0
95000002875527,10,6,atividade física,11,Atividade Física,95,Osasco,capital,0,0,outros,,Práticas Corporais - Alongamento e Mobilidade Articular III (set/out/nov),"Segundas, 15h - Acima de 12 anos",de-ate,sempre,agora,sempre,7,15h,undefined,"Aulas dinâmicas com ampla variação exercícios corporais tendo como objetivo o desenvolver a percepção de tempo e ritmo, possibilitando um corpo dançante. Segundas, 15h - Sala de GMF - 12 anos. Inscrições no App Credencial Sesc SP",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-11-27 00:00:00,,,0,0
95000002873296,10,6,atividade física,11,Atividade Física,95,Osasco,capital,0,0,outros,,Práticas Corporais: Yoga I,"Segundas, 9h",de-ate,sempre,agora,sempre,7,09h,undefined,"YOGA: Curso baseado na tradição do hatha yoga, com posturas corporais, exercícios respiratórios, de concentração, meditação e outras técnicas. A partir da percepção de si e do outro, possibilita a promoção da saúde e escolhas mais conscientes para a vida. Curso modular com duração de 3 meses. Segundas, 9h - Sala de GMF - 12 anos. Inscrições no App Credencial Sesc SP",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-11-27 00:00:00,,,0,0
86000004114828,20,8,turismo,12,Turismo,86,Araraquara,interior,0,0,outros,,Rota do Sol no Litoral Capixaba - Guarapari ES,,primeira,thisW,agora,seg,0,08h,undefined,"Uma das principais cidades capixabas, Guarapari possui como atrativos suas belas praias e a gastronomia, que conta com pratos como a famosa moqueca capixaba. O roteiro também apresenta a capital Vitória e Vila Velha. Hospedagem no Sesc Guarapari. Pensão completa.    De 13 a 20/9  Saída do Sesc Ribeirão Preto às 15h e do Sesc Araraquara as 16h30",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-20 00:00:00,,,0,0
76000004451115,20,8,turismo,12,Turismo,76,Ribeirão Preto,interior,0,0,outros,,Rota do Sol no Litoral Capixaba - Guarapari ES,,primeira,thisW,agora,seg,0,08h,undefined,"Uma das principais cidades capixabas, Guarapari possui como atrativos suas belas praias e a gastronomia, que conta com pratos como a famosa moqueca capixaba. O roteiro também apresenta a capital Vitória e Vila Velha. Hospedagem no Sesc Guarapari. Pensão completa.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-20 00:00:00,,,0,0
78000006700330,40,8,turismo,12,Turismo,78,Santos,interior,0,0,outros,,Excursão: Encantos Naturais: um mergulho em Bonito (MS),,primeira,thisW,agora,seg,0,07h,undefined,"Bonito está localizada na região da Serra da Bodoquena, detentora da maior extensão de florestas no estado de Mato Grosso do Sul, formada pelos municípios de Bonito, Jardim, Bodoquena e Porto Murtinho. Neste roteiro, visitaremos os principais atrativos de Bonito, entre eles o passeio de bote pelo Rio Formoso, flutuação no Aquário Natural, visita à Gruta do Lago Azul e atividades independentes.",2023-09-18 00:00:00,2023-09-18 00:00:00,2023-09-25 00:00:00,,,0,0
62000007545998,3000,1,shows e espetáculos,1,Música,62,Consolação,capital,1,0,outros,Instrumental Sesc Brasil,Igara,,uma,thisW,agora,ter,1,19h,undefined,"Vencedora do 22º Prêmio BDMG Instrumental, a pianista Igara é natural de Diamantina, transitando entre a cidade e a capital Belo Horizonte. Na apresentação, Igara apresenta-se em sexteto e convida o percussionista e compositor Paulo Santos o show reúne um conjunto de músicas autorais e de obras do universo de inspiração da artista e de suas composições.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-19 00:00:00,,,2,0
83000004128081,100,1,shows e espetáculos,1,Música,83,Piracicaba,interior,0,0,outros,Circuito Sesc de Artes,DJ Meu caro vinho - Pagamento adiantamento,,uma,thisW,agora,ter,1,00h,undefined,s/i,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-19 00:00:00,,,1,0
86000004044104,600,1,shows e espetáculos,11,Atividade Física,86,Araraquara,interior,0,0,crianças,Semana Move,Circuito Sesc de Futebol,"Com Rogerinho, Atleta da Seleção Brasileira de Futebol de Amputados",uma,thisW,agora,ter,1,14h,undefined,"Apresentação esportiva com o atleta do Futebol de Amputados Rogerinho, maior artilheiro mundial da modalidade com 619 gols e embaixador da modalidade no Brasil. Para interessados da Araraquara e ainda seis cidades da região.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-19 00:00:00,,,1,0
65000003660293,100,1,shows e espetáculos,11,Atividade Física,65,Av. Paulista,capital,0,0,outros,Sesc Verão,Cenografia Sesc Verão,Com Assalto Cultural e Biorama,uma,thisW,agora,ter,1,07h,undefined,Montagem da Cenografia do Sesc Verão que tem como principal temática as modalidades do boxe olímpico e o judô paralímpico.,2023-09-19 00:00:00,2023-09-19 00:00:00,2024-02-09 00:00:00,,,1,0
82000004923781,100,1,shows e espetáculos,11,Atividade Física,82,São Carlos,interior,0,0,outros,Semana Move,Curso de ginástica: capacitação e reciclagem - Move Criança,,uma,thisW,agora,ter,1,08h,undefined,"Curso para profissionais de Educação Física com abordagens atualizadas sobre ensino e treinamento. Com o professor Fernando Oliveira, mestre em Metodologia do Esporte e especialista em Circo e ginástica acrobática",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-19 00:00:00,,,1,0
85000003111946,217,1,shows e espetáculos,2,Teatro,85,Birigui,interior,0,0,outros,Encanto Cênico - quando a escola vai ao teatro,A Casa Caracol (Encanto Cênico),Cia dos Pés,uma,thisW,agora,ter,1,09h30,undefined,Um dia ruim pode terminar de forma inesperada. Lesminski e Dimitreia não esperavam que no meio do caminho tivesse um Caracol e que esse encontro poderia abrir portas para novas estórias. Estórias que começam na tela e continuam bem pertinho do público.,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-20 00:00:00,,,1,0
85000003111946,217,1,shows e espetáculos,2,Teatro,85,Birigui,interior,0,0,outros,Encanto Cênico - quando a escola vai ao teatro,A Casa Caracol (Encanto Cênico),Cia dos Pés,uma,thisW,agora,ter,1,14h,undefined,Um dia ruim pode terminar de forma inesperada. Lesminski e Dimitreia não esperavam que no meio do caminho tivesse um Caracol e que esse encontro poderia abrir portas para novas estórias. Estórias que começam na tela e continuam bem pertinho do público.,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-20 00:00:00,,,1,0
83000003928405,150,1,shows e espetáculos,2,Teatro,83,Piracicaba,interior,0,1,outros,Em.Cena.Ação,Mãos Trêmulas,Com Cleide Queiroz e Plínio Soares,uma,thisW,agora,ter,1,16h10,undefined,"Ela é uma costureira que trabalhava com produções teatrais e ele, um ajudante de cozinha. Os dois se encontram na vida após perderem seus trabalhos, por serem considerados velhos demais. Morando juntos, mas sem perspectivas financeiras, vão criar estratégias para evitar mais um processo de despejo.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-21 00:00:00,,,1,0
63000013035250,40,1,shows e espetáculos,2,Teatro,63,Pompeia,capital,0,0,outros,,Nica,Com Elisa Band e Gilda Nomacce,uma,thisW,agora,ter,1,20h30,undefined,"Nica é um espetáculo que fala de rotas alteradas e caminhos desviantes. Uma atriz compartilha a criação de sua obra e propõe um percurso ao ligar vertiginosamente diferentes assuntos. Nica contém fala e dança, desastre e humor, brinca com o real e a ficção, tem alguma música e celebra a vida.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-10-06 00:00:00,1,Audiodescrição  Tradução em Libras,1,0
64000004941993,50,1,shows e espetáculos,3,Circo,64,Carmo,capital,0,0,outros,,Móbile,com Cia. Circo Delírio,uma,thisW,agora,ter,1,13h30,undefined,"Três figuras, vindas não se sabe de onde, chegam a um porto com um destino desconhecido. Através de interações com os elementos cenográficos, jogos de equilíbrio, manipulação e comicidade são criados e a mobilidade humana torna-se a protagonista desta aventura.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-19 00:00:00,,,1,0
75000008032446,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Ato 1,Com SalaMuda,uma,thisW,agora,ter,1,20h,undefined,s/i,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-20 00:00:00,,,1,0
75000008082690,60,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Baile Carioca,,uma,thisW,agora,ter,1,17h,undefined,s/i,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-19 00:00:00,,,1,0
75000008026275,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Cuidado com Nós,,uma,thisW,agora,ter,1,16h30,undefined,s/i,2023-09-19 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,,,1,0
75000008026275,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Cuidado com Nós,,uma,thisW,agora,ter,1,17h30,undefined,s/i,2023-09-19 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,,,1,0
75000008026275,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Cuidado com Nós,,uma,thisW,agora,ter,1,18h30,undefined,s/i,2023-09-19 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,,,1,0
75000008026571,159,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Graça,Com Giradança,uma,thisW,agora,ter,1,19h,undefined,s/i,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-20 00:00:00,,,1,0
75000008056105,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Histórias de Gestos,,uma,thisW,agora,ter,1,11h,undefined,s/i,2023-09-19 00:00:00,2023-09-18 00:00:00,2023-09-19 00:00:00,1,Audiodescrição  Tradução em Libras  Closed Caption,1,0
75000008032334,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] O Agora não confabula com a espera,Com Iara Izidoro e Podeserdesligado,uma,thisW,agora,ter,1,20h30,undefined,s/i,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-20 00:00:00,,,1,0
75000008118468,10,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,Guias de Turismo - Bienal Sesc de Dança,,uma,thisW,agora,ter,1,07h30,undefined,"Contratação de guias de turismo para apoio nos Transportes, durante o período de 14 a 24/09.",2023-09-19 00:00:00,2023-09-18 00:00:00,2023-09-24 00:00:00,,,1,0
83000004059251,300,1,shows e espetáculos,6,Artes Visuais,83,Piracicaba,interior,1,0,outros,,Humor em Trânsito,,uma,thisW,agora,ter,1,14h,undefined,"Ação criada pelo artista visual Erasmo Spadotto, que consiste em intervenções ao vivo em locais públicos, onde os passantes ganham caricaturas no papel. A ação faz parte das comemorações dos 50 anos do Salão Internacional de Humor de Piracicaba. Erasmo estará acompanhado dos também caricaturistas, Edu Grosso. A proposta tem como intenção a divulgação do desenho de humor.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-21 00:00:00,,,1,0
75000008050815,100,1,shows e espetáculos,7,Literatura,75,Campinas,interior,0,0,outros,,Novo [Na estante],com Rita Carelli,uma,thisW,agora,ter,1,09h,undefined,s/i,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-10-31 00:00:00,,,1,0
75000007953323,15,1,shows e espetáculos,7,Literatura,75,Campinas,interior,1,0,outros,,[NA ESTANTE] Rita Carelli,com Rita Carelli,uma,thisW,agora,ter,1,09h,undefined,s/i,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-10-31 00:00:00,,,1,0
83000004014070,80,1,shows e espetáculos,7,Literatura,83,Piracicaba,interior,1,0,outros,Brincadeira de Poeta,Alice Fora da Caixa,70º Concurso Gustavo Teixeira de Poesias Inéditas de São Pedro,uma,thisW,agora,ter,1,09h30,undefined,"Em um dia de mudança, três amigos se reencontram em meio às caixas, aos livros e as poesias guardadas. As lembranças surgem e aos poucos os amigos revivem momentos da infância, as brincadeiras e as recordações através dos objetos guardados que trazem imagens da casa, da escola e da rua onde viveram momentos de presença e encantamentos.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-19 00:00:00,,,1,0
88000005454955,15,1,shows e espetáculos,8,Educação,88,Santo André,capital,0,0,outros,,Reunião de Planejamento com a Programação,,uma,thisW,agora,ter,1,10h,undefined,s/i,2023-09-19 00:00:00,2023-09-19 00:00:00,2023-09-19 00:00:00,,,1,0
85000003145185,20,2,cursos e oficinas,1,Música,85,Birigui,interior,0,0,idosos,,(Atividade Presencial) Canto coral: Vozes e Ritmos - Araçatuba,"Com Lolita Mattiazzo, educadora musical e regente",primeira,thisW,agora,ter,1,09h30,undefined,"Unindo teoria e prática, o curso propicia o contato com diferentes repertórios musicais, desenvolvendo questões como ritmo, afinação e presença de palco. Nessa temporada do canto coral, os participantes terão a oportunidade de vivenciar instrumentos de percussão que são utilizados no forró, assim como as músicas desse ritmo.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-11-14 00:00:00,,,1,0
94000006187457,30,2,cursos e oficinas,1,Música,94,Bom Retiro,capital,0,0,idosos,,Canto Presente,com Gabriela Silveira,uma,sempre,agora,sempre,7,11h,undefined,"Voltada ao público idoso, a oficina objetiva explorar o canto coral a partir de um repertório de arranjos vocais de músicas da cultura popular brasileira.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-11-28 00:00:00,,,1,0
62000007789544,15,2,cursos e oficinas,1,Música,62,Consolação,capital,0,0,crianças,Centro de Música,Violão para crianças,Com Pedro Beviláqua,primeira,thisW,agora,ter,1,16h,undefined,"Com uma parte do repertório composta por canções escolhidas previamente pelo educador e uma outra sugerida pelo grupo, as aulas coletivas para têm como intenção possibilitar o início do aprendizado de violão para crianças.  É necessário possuir e trazer o instrumento.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-11-28 00:00:00,,,1,0
62000007790595,40,2,cursos e oficinas,1,Música,62,Consolação,capital,0,0,idosos,Centro de Música,Voz 60+: o que é que o Bixiga tem?,Com Sheila Ferreira,primeira,thisW,agora,ter,1,14h,undefined,"O curso tem por objetivo promover o fazer musical em grupo através do canto a partir de improvisos vocais, corporais, jogos e repertório de canções direcionados ao público 60+.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-11-28 00:00:00,,,1,0
62000007789594,20,2,cursos e oficinas,1,Música,62,Consolação,capital,0,0,outros,Centro de Música,Violão popular - continuidade,Com Bob Souza,primeira,thisW,agora,ter,1,16h,undefined,"Aulas coletivas para interessados em continuar o aprendizado de violão por meio de canções do repertório popular brasileiro, com foco em acordes, suas respectivas cifras e dedilhados, e as principais formas de acompanhamentos ao violão.    É necessário possuir e trazer o instrumento.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-11-28 00:00:00,,,1,0
62000007789641,20,2,cursos e oficinas,1,Música,62,Consolação,capital,0,0,outros,Centro de Música,Violão popular para iniciantes,Com Bob Souza,primeira,thisW,agora,ter,1,14h,undefined,"Aulas coletivas para interessados em iniciar no aprendizado do violão por meio de canções do repertório popular brasileiro, com foco em acordes, suas respectivas cifras e dedilhados, e as principais formas de acompanhamentos ao violão.    É necessário possuir e trazer o instrumento.",2023-09-19 00:00:00,2023-09-19 00:00:00,2023-11-28 00:00:00,,,1,0
