id,lugares,cod_formato,formato,cod_categoria,categoria,cod_uo,unidade,regiao,gratis,ingresso,publico,projeto,nome,complemento,exibirdatas,tempo,tempoF,dia_da_semana,weekday,hora,destaque,data_sessao,datainicial,datafinal,tem,dispositivo,online,data.periodo
66000017388719,120,1,shows e espetáculos,1,Música,66,Vila Mariana,capital,0,0,outros,Palco Novidade,Felipe S,"Lançamento do show ""De Iracema a Itacaré""",uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
72000000591530,350,1,shows e espetáculos,1,Música,72,Mogi Das Cruzes,capital,0,0,outros,,Graça Braga canta Martinho da Vila,,uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
76000004314322,1000,1,shows e espetáculos,1,Música,76,Ribeirão Preto,interior,0,0,outros,,Ellen Oléria canta Beyoncé,show Ellen Oléria canta Beyoncé,uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
84000005348769,200,1,shows e espetáculos,1,Música,84,Rio Preto,interior,0,0,outros,,Duo Aduar,Viola Caipira,uma,thisW,agora,qui,3,21h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
86000004115437,2600,1,shows e espetáculos,1,Música,86,Araraquara,interior,0,0,outros,,Gilsons,Com os Gilsons,uma,thisW,agora,qui,3,21h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
88000005141818,300,1,shows e espetáculos,1,Música,88,Santo André,capital,1,0,outros,,Mayombe Afro Latino,,uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
95000002746110,450,1,shows e espetáculos,1,Música,95,Osasco,capital,0,0,outros,,Banda Mantiqueira,Convida Fabiana Cozza,uma,thisW,agora,qui,3,20h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
86000004062861,600,1,shows e espetáculos,11,Atividade Física,86,Araraquara,interior,0,0,crianças,Semana Move,Circuito Sesc de Futebol,"Com a ex-jogadora Mônica de Paula, Lara Schuler do Futebol Freestyle e Rogerinho do Futebol de Amputados",uma,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,manhã
86000004063002,600,1,shows e espetáculos,11,Atividade Física,86,Araraquara,interior,0,0,crianças,Semana Move,Circuito Sesc de Futebol,"Com a ex-jogadora Mônica de Paula, Lara Schuler do Futebol Freestyle e Rogerinho do Futebol de Amputados",uma,thisW,agora,qui,3,14h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,tarde
58000006707553,98,1,shows e espetáculos,2,Teatro,58,Pinheiros,capital,0,0,outros,,"E VOCÊS, QUEM SÃO?",Samuel de Assis,uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-10-28 00:00:00,,,0,noite
63000013035250,40,1,shows e espetáculos,2,Teatro,63,Pompeia,capital,0,0,outros,,Nica,Com Elisa Band e Gilda Nomacce,uma,thisW,agora,qui,3,20h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-10-06 00:00:00,1,Audiodescrição  Tradução em Libras,0,noite
70000005647607,30,1,shows e espetáculos,2,Teatro,70,Santo Amaro,capital,1,0,outros,,LOVNI com  a Compagnie de la Casquette - Bélgica,XVII Festival Internacional Paideia de Teatro para a Infância e Juventude: Uma janela para a utopia,uma,thisW,agora,qui,3,10h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,manhã
70000005647607,30,1,shows e espetáculos,2,Teatro,70,Santo Amaro,capital,1,0,outros,,LOVNI com  a Compagnie de la Casquette - Bélgica,XVII Festival Internacional Paideia de Teatro para a Infância e Juventude: Uma janela para a utopia,uma,thisW,agora,qui,3,14h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,tarde
70000005647607,30,1,shows e espetáculos,2,Teatro,70,Santo Amaro,capital,1,0,outros,,LOVNI com  a Compagnie de la Casquette - Bélgica,XVII Festival Internacional Paideia de Teatro para a Infância e Juventude: Uma janela para a utopia,uma,thisW,agora,qui,3,16h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,tarde
83000003928405,150,1,shows e espetáculos,2,Teatro,83,Piracicaba,interior,0,1,outros,Em.Cena.Ação,Mãos Trêmulas,Com Cleide Queiroz e Plínio Soares,uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
79000003067238,100,1,shows e espetáculos,3,Circo,79,Catanduva,interior,1,0,outros,Corpos: A Grandeza de Ser,Insolação,Com Gabriella Argento,uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
85000003182916,217,1,shows e espetáculos,3,Circo,85,Birigui,interior,0,0,outros,,Vírgula iLTDA,Com Palhaça Vírgula,uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
58000006656012,700,1,shows e espetáculos,4,Dança,58,Pinheiros,capital,0,0,outros,,O Sacrifício (The Sacrifice),Coreografia Dada Masilo (África do Sul),uma,thisW,agora,qui,3,21h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
71000004403170,30,1,shows e espetáculos,4,Dança,71,Bertioga,interior,0,0,outros, Festival da Integração,Ensaio para os próximos passos,Com Cia o povo em pé,uma,thisW,agora,qui,3,14h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-23 00:00:00,,,0,tarde
75000008076253,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Barricada,Com Marcelo Evelin,uma,thisW,agora,qui,3,19h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00,,,0,noite
75000008026163,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Cacunda,Com Adnã Ionara,uma,thisW,agora,qui,3,19h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00,,,0,noite
75000008055713,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Eu não sou só eu em mim,Com Cena 11,uma,thisW,agora,qui,3,21h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
75000008076419,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Ka'adela,Com Idylla Silmarovi e Juão NYN,uma,thisW,agora,qui,3,16h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,tarde
75000008076341,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Lança Cabocla,,uma,thisW,agora,qui,3,18h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
75000008076323,80,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Schönheit ist Nebensache - A beleza revela-se acessória,Com Pol Pi (Brasil/França),uma,thisW,agora,qui,3,17h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00,1,Audiodescrição,0,tarde
75000008076174,400,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] Soomo,Com Bora Kim (Coreia do Sul),uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
75000008032389,100,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,[BIENAL SESC DE DANÇA] SustentAção - Perfomance Duracional em Dança,Com Núcleo Fuga,uma,thisW,agora,qui,3,11h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00,,,0,manhã
75000008118468,10,1,shows e espetáculos,4,Dança,75,Campinas,interior,0,0,outros,BIENAL SESC DE DANÇA - 2023,Guias de Turismo - Bienal Sesc de Dança,,uma,thisW,agora,qui,3,07h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-24 00:00:00,,,0,manhã
78000006657160,100,1,shows e espetáculos,4,Dança,78,Santos,interior,0,0,outros,,32 de Dezembro,com Cora Laszlo,uma,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
83000004059251,300,1,shows e espetáculos,6,Artes Visuais,83,Piracicaba,interior,1,0,outros,,Humor em Trânsito,,uma,thisW,agora,qui,3,14h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,tarde
53000006181582,60,1,shows e espetáculos,7,Literatura,53,Santana,capital,1,0,outros,,Contos de Brincar,com gRUPO êBA!,uma,thisW,agora,qui,3,14h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-28 00:00:00,1,Tradução em Libras,0,tarde
63000013624498,400,1,shows e espetáculos,7,Literatura,63,Pompeia,capital,0,0,outros,Massembas de Ialodês: Leci Brandão,Quilombos da diversidade: mandatas de mulheres negras,Com Carla Carneiro do Nascimento e Erica Malunguinho. Mediação: Fernanda de Paula. Cantoras convidadas: Dessa Brandão e Sharylaine,uma,thisW,agora,qui,3,20h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
75000008050815,100,1,shows e espetáculos,7,Literatura,75,Campinas,interior,0,0,outros,,Novo [Na estante],com Rita Carelli,uma,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-10-31 00:00:00,,,0,manhã
75000007953323,15,1,shows e espetáculos,7,Literatura,75,Campinas,interior,1,0,outros,,[NA ESTANTE] Rita Carelli,com Rita Carelli,uma,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-10-31 00:00:00,,,0,manhã
91000002154124,120,1,shows e espetáculos,7,Literatura,91,Campo Limpo,capital,0,0,outros,,FELIZS - Sarau Poesia de Todo Canto,FELIZS - Feira Literária da Zona Sul de São Paulo,uma,thisW,agora,qui,3,19h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,noite
66000017557852,600,1,shows e espetáculos,8,Educação,66,Vila Mariana,capital,0,0,outros,Conferência Espaços Naturalizados para as Infâncias,Amanhecer com José Maria Trindade Divina,intervenção artística com Guita -  Alexandre Vinícius - Babau Fuá,uma,thisW,agora,qui,3,10h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,manhã
66000016720142,150,1,shows e espetáculos,8,Educação,66,Vila Mariana,capital,0,0,outros,Conferência Espaços Naturalizados para as Infâncias,O fuá de benedito na  terra de São Saruê,espetáculo de mamulengo com Babau Fuá,uma,thisW,agora,qui,3,12h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,tarde
53000005777373,300,10,serviços,14,Outros,53,Santana,capital,0,0,outros,,Refeições,Venda de sopas no auto atendimento,de-ate,thisW,agora,qui,3,11h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,1,Braille,0,
55000004351698,4000,10,serviços,14,Outros,55,Interlagos,capital,0,0,outros,,Piscina,Segunda 09h  Terca 09h  Quarta 09h  Quinta 09h  Sexta 09h  Sabado 09h  Domingo 09h - Livre,de-ate,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-29 00:00:00,,,0,
56000004702193,32,10,serviços,14,Outros,56,Itaquera,capital,0,0,outros,,Clínica Ambulatorial,,de-ate,thisW,agora,qui,3,08h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-29 00:00:00,,,0,
56000004685637,500,10,serviços,14,Outros,56,Itaquera,capital,0,0,outros,,Piscina,Segunda 09h  Terca 09h  Quarta 09h  Quinta 09h  Sexta 09h  Sabado 09h  Domingo 09h - Livre,de-ate,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
62000007045542,48,10,serviços,14,Outros,62,Consolação,capital,1,0,outros,,Clínica Ambulatorial,,de-ate,thisW,agora,qui,3,07h40,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-23 00:00:00,,,0,
62000006816538,100,10,serviços,14,Outros,62,Consolação,capital,1,0,outros,,Piscina,,de-ate,thisW,agora,qui,3,07h10,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
71000003964459,300,10,serviços,14,Outros,71,Bertioga,interior,0,0,outros,,Clínica Ambulatorial,,de-ate,thisW,agora,qui,3,07h20,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-29 00:00:00,,,0,
71000004403354,2000,10,serviços,14,Outros,71,Bertioga,interior,0,0,outros,,Piscina,,de-ate,thisW,agora,qui,3,09h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-31 00:00:00,,,0,
73000004116181,600,10,serviços,14,Outros,73,Guarulhos,capital,0,0,outros,,Clínica Ambulatorial,,de-ate,thisW,agora,qui,3,07h10,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
73000004109157,40,10,serviços,14,Outros,73,Guarulhos,capital,0,0,outros,,Refeições,,de-ate,thisW,agora,qui,3,11h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
81000004073152,1000,10,serviços,14,Outros,81,Taubaté,interior,0,0,outros,,Piscina,,de-ate,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
83000003648365,600,10,serviços,14,Outros,83,Piracicaba,interior,0,0,outros,,Clínica Ambulatorial,,de-ate,thisW,agora,qui,3,08h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
84000004891046,7000,10,serviços,14,Outros,84,Rio Preto,interior,1,0,outros,,Piscina,,de-ate,thisW,agora,qui,3,13h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
85000002838897,550,10,serviços,14,Outros,85,Birigui,interior,0,0,outros,,Clínica Ambulatorial,Atendimento Clinico,de-ate,thisW,agora,qui,3,10h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
85000002867089,300,10,serviços,14,Outros,85,Birigui,interior,1,0,outros,,Piscina,,de-ate,thisW,agora,qui,3,13h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
86000003544493,250,10,serviços,14,Outros,86,Araraquara,interior,0,0,crianças,,Piscina,,de-ate,thisW,agora,qui,3,13h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
87000002682219,500,10,serviços,14,Outros,87,Prudente,interior,0,0,outros,,Piscina,Ter 8h -18h/ Qua 8h-18h/ Qui 8h-18h/ Sex 8h-18h/ Sab 8h -18h/ Dom 8h- 18h.,de-ate,thisW,agora,qui,3,08h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
88000005145334,100,10,serviços,14,Outros,88,Santo André,capital,0,0,outros,,Piscina,De terça domingo às 10h,de-ate,thisW,agora,qui,3,10h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,
89000001060781,60,10,serviços,14,Outros,89,CPF,capital,1,0,outros,,Refeições,,de-ate,thisW,agora,qui,3,12h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-23 00:00:00,,,0,
91000001832993,48,10,serviços,14,Outros,91,Campo Limpo,capital,1,0,outros,,Clínica Ambulatorial,Com equipe odontológica do Sesc Campo Limpo,de-ate,thisW,agora,qui,3,07h20,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
94000005499082,40,10,serviços,14,Outros,94,Bom Retiro,capital,0,0,outros,,Clínica Ambulatorial,,de-ate,thisW,agora,qui,3,07h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-22 00:00:00,,,0,
94000005583687,200,10,serviços,14,Outros,94,Bom Retiro,capital,0,0,outros,,Piscina,,de-ate,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
52000004973211,200,10,serviços,7,Literatura,52,24 De Maio,capital,1,0,outros,,Empréstimo,,de-ate,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
64000004613240,50,10,serviços,7,Literatura,64,Carmo,capital,0,0,outros,Biblioteca,Empréstimo,,de-ate,thisW,agora,qui,3,10h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-29 00:00:00,,,0,
68000007833785,1560,10,serviços,7,Literatura,68,Belenzinho,capital,0,0,outros,,Empréstimo,,de-ate,thisW,agora,qui,3,10h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
71000003956015,100,10,serviços,7,Literatura,71,Bertioga,interior,0,0,outros,,Empréstimo,,de-ate,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-31 00:00:00,,,0,
73000004139878,30,10,serviços,7,Literatura,73,Guarulhos,capital,0,0,outros,,Empréstimo,Empréstimo de livros do acervo,de-ate,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-29 00:00:00,,,0,
75000007614363,60,10,serviços,7,Literatura,75,Campinas,interior,0,0,outros,,Empréstimo,,de-ate,thisW,agora,qui,3,08h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-29 00:00:00,,,0,
76000004019847,50,10,serviços,7,Literatura,76,Ribeirão Preto,interior,1,0,outros,,Empréstimo,,de-ate,thisW,agora,qui,3,13h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-31 00:00:00,,,0,
84000004933256,50,10,serviços,7,Literatura,84,Rio Preto,interior,1,0,outros,,Empréstimo,,de-ate,thisW,agora,qui,3,13h15,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-31 00:00:00,,,0,
86000003709781,80,10,serviços,7,Literatura,86,Araraquara,interior,0,0,outros,,Empréstimo,,de-ate,thisW,agora,qui,3,13h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
88000004790261,15,10,serviços,7,Literatura,88,Santo André,capital,1,0,outros,,Empréstimo,,de-ate,thisW,agora,qui,3,10h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-12-30 00:00:00,,,0,
62000007790315,20,2,cursos e oficinas,1,Música,62,Consolação,capital,0,0,outros,Centro de Música,Harmonia,Com Solange Assumpção,primeira,thisW,agora,qui,3,16h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,tarde
62000007859734,20,2,cursos e oficinas,1,Música,62,Consolação,capital,0,0,outros,Centro de Música,Toques e cânticos do Divino Espírito Santo para mulheres,Com Bartira Menezes e Graça Reis,primeira,thisW,agora,qui,3,16h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-10-26 00:00:00,,,0,tarde
62000007790244,14,2,cursos e oficinas,1,Música,62,Consolação,capital,0,0,outros,Centro de Música,Violoncelo - continuidade,Com Pedro Beviláqua,primeira,thisW,agora,qui,3,18h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,noite
66000017382312,10,2,cursos e oficinas,1,Música,66,Vila Mariana,capital,0,0,outros,Centro de Música,Canto Homens - Iniciação [CM 2° SEMESTRE - 2023],com Zuza Gonçalves,primeira,thisW,agora,qui,3,18h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,noite
66000017382359,20,2,cursos e oficinas,1,Música,66,Vila Mariana,capital,0,0,outros,Centro de Música,Canto Mulheres - Iniciação [CM 2° SEMESTRE - 2023],com Zuza Gonçalves,primeira,thisW,agora,qui,3,18h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,noite
66000017467416,10,2,cursos e oficinas,1,Música,66,Vila Mariana,capital,0,0,outros,Centro de Música,Metais - Continuidade [CM 2° SEMESTRE 2023],com Maurício Narutis,primeira,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,noite
66000017382567,30,2,cursos e oficinas,1,Música,66,Vila Mariana,capital,0,0,outros,Centro de Música,Prática de Conjunto em Canto [CM 2° SEMESTRE - 2023],com Zuza Gonçalves,primeira,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,noite
66000017469367,45,2,cursos e oficinas,1,Música,66,Vila Mariana,capital,0,0,outros,Centro de Música,Prática de Conjunto em Canto [CM 2° SEMESTRE - 2023] - SELEÇÃO,com Zuza Gonçalves,primeira,thisW,agora,qui,3,20h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,noite
66000017468948,12,2,cursos e oficinas,1,Música,66,Vila Mariana,capital,0,0,outros,Centro de Música,Violoncelo - Continuidade - Turma B [CM 2° SEMESTRE 2023] - SELEÇÃO,com Valdir Maia,primeira,thisW,agora,qui,3,11h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,manhã
73000004722911,10,2,cursos e oficinas,1,Música,73,Guarulhos,capital,0,0,crianças,Centro de Música,Piano e canto para crianças - Turma 1,com Aline Rissuto,primeira,thisW,agora,qui,3,14h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-16 00:00:00,,,0,tarde
73000004735809,10,2,cursos e oficinas,1,Música,73,Guarulhos,capital,0,0,crianças,Centro de Música,Piano e canto para crianças - Turma 2,com Aline Rissuto,primeira,thisW,agora,qui,3,15h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-16 00:00:00,,,0,tarde
73000004693222,18,2,cursos e oficinas,1,Música,73,Guarulhos,capital,0,0,outros,Centro de Música,Continuidade em Violão,com Anderson Cavalcante,primeira,thisW,agora,qui,3,19h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-23 00:00:00,,,0,noite
73000004722880,12,2,cursos e oficinas,1,Música,73,Guarulhos,capital,0,0,outros,Centro de Música,Ukelele para iniciantes,com Aline Rissuto,primeira,thisW,agora,qui,3,10h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-16 00:00:00,,,0,manhã
76000004419640,20,2,cursos e oficinas,1,Música,76,Ribeirão Preto,interior,1,0,outros,,Gravação de Discos Lo-Fi e Hi-Fi,"Com Bruno Borges, do Vinyl Lab",uma,thisW,agora,qui,3,18h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-22 00:00:00,,,0,noite
77000310138558,15,2,cursos e oficinas,1,Música,77,S. J. Campos,interior,0,0,idosos,,Memória afetiva musical,Com Carlos Navas,de-ate,sempre,agora,sempre,7,14h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-28 00:00:00,,,0,tarde
78000006173300,30,2,cursos e oficinas,1,Música,78,Santos,interior,0,0,outros,,Curso Coro Masculino,com Marcelo Recski,primeira,thisW,agora,qui,3,19h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-11-30 00:00:00,,,0,noite
81000004458648,25,2,cursos e oficinas,1,Música,81,Taubaté,interior,0,0,idosos,,Experimentação Musical,"com Fábio Machado, músico",primeira,thisW,agora,qui,3,15h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-10-19 00:00:00,,,0,tarde
89000001189815,30,2,cursos e oficinas,1,Música,89,CPF,capital,0,0,outros,Cursos e Palestras,Alquimia da Canção - Módulo V,Com Eduardo Gudin,uma,thisW,agora,qui,3,17h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-28 00:00:00,,,0,tarde
61000000852225,40,2,cursos e oficinas,10,Saúde,61,Florêncio,capital,0,0,idosos,,TaiChi Balance,"Com Luciano Imoto, instrutor de artes marciais",uma,thisW,agora,qui,3,14h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-28 00:00:00,,,0,tarde
76000004469743,120,2,cursos e oficinas,10,Saúde,76,Ribeirão Preto,interior,0,0,outros,,SIPAT - Ética no ambiente de trabalho,Com Cesar Nunes,uma,thisW,agora,qui,3,13h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,tarde
84000005457639,20,2,cursos e oficinas,10,Saúde,84,Rio Preto,interior,1,0,idosos,,Cérebro ativo,"Com Marina Pereira Zaiden e Marina Soares Facioli, terapeutas ocupacionais.",uma,thisW,agora,qui,3,15h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-28 00:00:00,,,0,tarde
85000003226036,20,2,cursos e oficinas,10,Saúde,85,Birigui,interior,0,0,idosos,,Cesto Jeans,Com Maiara Santos,uma,thisW,agora,qui,3,14h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,,,0,tarde
57000007306764,30,2,cursos e oficinas,14,Outros,57,Ipiranga,capital,0,0,idosos,,Canto-Coral,Explorando a História da Música Brasileira através do Canto Coral com a Maestrina Sônia Di Morais.,primeira,thisW,agora,qui,3,13h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-10-05 00:00:00,,,0,tarde
88000005126904,20,2,cursos e oficinas,14,Outros,88,Santo André,capital,1,0,outros,Comunidades Ativas 2023,Comunidades Ativas,Com Sandra Lee de Carvalho e Sebrae Grande ABC,primeira,thisW,agora,qui,3,09h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-29 00:00:00,,,0,manhã
95000002808138,10,2,cursos e oficinas,14,Outros,95,Osasco,capital,0,0,idosos,,3a.Idade Conectada Agosto/Setembro,com educadores do ETA,primeira,thisW,agora,qui,3,13h30,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-28 00:00:00,1,Closed Caption,0,tarde
91000002148375,20,2,cursos e oficinas,3,Circo,91,Campo Limpo,capital,1,0,idosos,,Trabalho Social com Idosos: Oficina Corpo e Comicidade.,,uma,thisW,agora,qui,3,16h,undefined,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-28 00:00:00,,,0,tarde
